32296	25	1245
39303	28	39304
3200	22	199
1867	8	10925
16476	28	27654
2276	9	12125
10269	69	1632
2731	70	42823
35862	27	36
3506	70	71328
10370	32	33691
944	8	6284
2554	3	1735
42812	27	320
386	6	10960
43524	25	30065
15320	25	627
2292	6	12980
4031	3	1509
32734	25	38741
3811	81	67981
8242	81	33731
8600	21	418
4268	3	775
4831	3	1081
22571	25	42602
42541	25	10985
7897	28	30117
9984	69	257
4317	28	28197
8326	25	32288
3522	3	211
5436	81	50774
5205	70	83512
35912	25	9763
33188	27	36
9504	30	28448
2001	7	9621
9495	81	58801
29612	32	29634
40336	27	903
33723	32	749
36672	27	357
5244	3	1168
40079	25	29634
9608	70	58533
23691	21	11047
37545	25	121
3232	3	741
4872	22	211
14067	21	590
9480	8	9644
9517	81	55983
32044	25	9462
9001	3	909
7135	3	235
37186	27	32255
32830	28	27466
8417	70	12073
4989	81	80746
9489	28	2258
5770	30	27754
5433	25	14951
2533	2	2547
5180	69	2304
2731	81	71647
3083	69	218
31952	33	31977
17498	25	636
7230	21	22392
3752	3	1538
28412	28	1722
6705	3	1962
2684	25	28345
8179	3	192
5020	69	199
7891	3	1669
4797	3	1877
14344	70	9107
9648	25	1385
7618	81	80812
10698	70	72539
15320	28	1102
9669	8	2766
16020	33	41974
40343	25	31183
1245	7	15028
8061	27	1756
43246	26	34726
7086	81	53360
5610	27	234
10350	26	30869
3877	70	916
3906	69	911
7218	69	3234
9837	81	72027
41902	34	28209
4600	3	802
6200	21	601
38458	31	31624
14344	81	51055
611	8	2401
6980	3	141
8182	21	293
127	8	7126
30758	25	30832
9650	25	1482
96905	88	608
3521	81	58573
2692	31	2075
21014	21	21015
7018	25	27736
2165	9	3757
4989	70	72323
36785	30	218
33812	25	27448
3842	69	1799
5797	3	2071
7000	25	11168
12849	25	27585
4523	69	3293
2611	25	145
10698	81	210
12553	8	10175
8321	70	541
4899	3	1043
2418	2	2371
7897	27	2017
3660	70	83511
43357	32	205
7108	25	930
12849	25	38456
6101	25	2060
17498	28	40632
4460	12	11227
43091	25	483
15776	32	13033
7674	70	59532
807	9	11812
15320	25	669
40925	31	277
4385	21	21332
42135	28	34755
3546	34	27735
7001	3	1177
7135	81	870
41884	31	2175
8450	81	14175
8450	70	9463
3621	21	20996
5964	3	5965
10446	70	31961
3612	81	461
28760	28	987
257	8	8114
17498	25	29829
265	8	6832
13324	81	59300
3860	3	199
5227	81	38490
14291	9	7237
11593	69	1687
3877	81	68023
6544	3	1866
2885	27	1301
7168	69	604
9648	28	1316
8701	69	2008
6448	21	1163
4383	22	211
2731	70	1052
35429	29	27332
8778	21	280
42138	25	28188
30758	25	30772
31936	25	27653
7798	70	39476
5211	21	21105
890	9	13305
96905	88	41376
9489	25	27595
8227	3	521
6302	3	3467
7757	21	4338
9504	30	1158
167	17	11725
3052	81	53942
43156	32	31336
35026	25	27501
5810	81	57338
8317	21	3352
16218	21	1307
41664	25	27482
35976	25	28994
41879	27	13826
16020	33	42019
8108	88	94
31290	26	218
3104	25	27695
3817	3	198
2830	70	70698
13324	81	54600
6184	21	55
2830	70	35035
40336	27	218
28862	33	29333
6283	81	1173
8727	21	3168
28862	34	29128
41664	27	1262
9753	33	2177
5007	70	69837
11472	21	2231
7756	21	520
927	15	10755
1351	8	4989
23375	21	23376
38634	27	903
3083	70	9835
1304	8	6420
31785	27	392
8242	81	54201
36794	27	28594
6102	25	42691
7388	22	218
5211	21	1229
5227	70	11328
16131	27	304
9505	69	2071
1762	7	13527
31898	31	30896
32387	25	27464
9852	27	27763
8179	81	1252
8172	81	54200
2741	27	28046
3100	3	110
5066	3	1720
956	9	10607
27297	30	1385
6302	25	28014
1249	8	13291
8902	28	27482
6480	25	232
32357	28	27428
32096	31	896
285	8	8722
2427	81	71500
32044	25	32062
35078	25	483
18688	28	549
7053	3	1509
15320	25	11033
36250	28	11170
31352	34	553
5298	69	218
32705	25	32722
2594	70	11021
9505	70	66446
9002	21	896
10353	21	796
9439	8	13976
10733	70	58518
5949	21	21312
8817	69	1325
9924	27	172
13680	8	2731
14616	25	27264
6705	21	630
28461	25	13826
2198	9	11418
543	8	11152
43165	25	28562
6857	21	335
33422	25	13754
3811	81	27393
4958	81	9336
9517	70	59523
6476	69	1472
4459	3	192
9473	6	6252
3105	2	2999
9743	70	15135
2653	25	28248
2862	21	21205
2731	3	1349
32750	33	28771
642	6	11924
157	9	11360
3021	3	1663
3052	27	551
7385	21	2076
2722	21	21540
2750	2	2371
2204	8	2906
4822	69	1663
5757	27	1026
30758	33	30487
15221	69	1687
27275	27	27264
7981	25	27653
7371	34	27862
6454	22	218
2427	81	76036
4822	25	28389
32846	31	1188
36438	27	31650
5081	3	92
2692	28	31354
4598	3	2026
6335	25	803
163	6	9961
2328	17	11725
32588	25	28961
32835	25	10135
7789	3	1131
21980	33	27585
9720	70	62597
8352	3	1026
12129	33	28177
21861	21	21864
6705	33	39677
115	8	6832
35667	25	199
10805	6	9716
43517	25	1217
33459	27	10135
32894	31	32897
2165	9	3274
1194	6	14080
6308	21	589
5781	81	59525
2516	3	1180
11726	9	13236
12129	25	1539
156	8	10561
9796	81	794
15864	25	27345
6312	26	1000
37776	27	28282
2264	12	5661
7100	3	252
6494	3	218
5072	69	3665
4793	21	903
7999	81	81663
37026	27	127
8201	70	30171
9040	21	304
6454	21	13022
2920	2	2529
8558	3	1085
1297	8	6962
5392	28	27574
3358	81	40741
6585	3	192
30681	25	13033
20491	23	692
4267	3	1695
260	12	9806
9489	27	2205
16708	28	28425
23899	21	23100
16020	33	42073
30609	27	27446
8682	70	73370
7207	3	741
2427	69	199
4027	86	9739
8722	28	32052
37083	25	29065
9709	81	70336
5433	25	27988
41744	33	1473
8508	69	1573
5538	33	32764
33591	27	2023
11220	8	12727
9032	3	663
15417	21	20643
32840	25	27865
143	6	12147
10005	27	27267
6547	25	28248
2187	6	10453
7636	3	1985
30719	33	14159
32690	25	32691
5094	3	679
7299	21	21902
2588	69	3426
3358	70	41858
16803	21	93
7801	27	27285
28862	34	29189
5398	70	55760
8332	81	1711
36875	26	35541
7557	69	1472
4358	70	8
8538	88	48
6022	3	127
9504	32	27330
4348	26	723
35390	32	28580
3612	81	57072
39958	27	1192
7897	3	604
21761	21	21763
3898	69	1578
3877	70	14210
2239	13	5169
9701	81	13889
4626	69	199
3082	81	55094
5026	69	10889
5597	3	1201
3168	7	14517
8678	22	1472
6546	81	14848
43468	25	28188
6279	21	628
518	9	7599
8456	21	607
32846	31	29198
4958	81	32671
9504	28	28215
2255	12	11893
7497	3	1486
1660	8	2783
10411	69	218
40167	25	27744
55	6	9783
265	7	7755
38386	33	38391
9504	28	31271
1983	8	10136
2922	81	28706
4654	27	28591
927	8	8048
31796	25	205
7375	81	130
9504	25	415
15762	22	211
7741	3	1177
38934	28	1295
7278	27	27628
16102	22	218
14202	21	2248
21472	21	20582
37273	27	578
5378	3	1482
8160	3	2292
4958	69	155
4179	3	1626
8043	69	218
37251	25	1789
22212	21	21218
21941	21	21051
22892	21	22893
2831	2	2532
32352	25	2340
16795	21	2046
9493	69	9526
16708	25	9698
6083	3	2156
28760	28	27435
796	9	5660
35684	27	35685
32846	31	1159
32361	25	32373
19323	33	2233
1748	15	6324
12326	8	10963
32840	28	1789
9315	6	10295
40336	25	521
31738	25	181
4836	81	32671
1396	8	9656
30612	25	30616
1985	7	6077
30758	25	28425
2482	70	20531
5728	25	27867
10139	70	358
7583	69	1390
5770	25	27264
2922	81	33239
6268	3	2004
6333	3	128
15772	21	2282
29947	31	29948
32737	28	14723
10489	22	1545
31176	25	30862
10698	70	11051
35772	27	1274
6674	3	1754
10698	70	50905
9743	81	57072
2611	28	388
34971	28	9462
807	9	14005
8983	81	10606
3083	70	32061
8961	81	59602
10824	6	10144
16065	21	10563
4031	25	11798
9504	25	28168
12849	27	13156
4899	3	654
36099	27	332
4242	3	280
7028	21	742
16209	81	422
5433	33	1517
8961	81	56641
8714	34	33153
13639	81	40741
5436	70	647
1956	6	15175
16131	25	38940
5931	81	52345
10698	81	43042
11159	31	41724
24488	21	24489
7803	3	533
5734	22	192
6704	28	729
141	8	9709
1696	6	4866
7397	81	60005
3674	69	1190
30421	28	27753
8052	3	1939
16805	21	2286
13324	81	37593
4835	22	218
28684	25	1474
2875	3	468
16131	32	1793
5837	28	27741
11282	12	4256
113	8	11143
2684	69	2114
6370	81	80183
7018	25	31479
36747	27	27656
4600	3	645
6750	21	1660
32657	27	27653
43182	25	1170
8179	70	1052
5739	21	2255
8684	3	1828
36256	27	15202
4300	70	56221
8020	27	904
3678	69	121
10733	70	43130
7270	69	218
9531	31	9384
30758	33	1401
37984	27	37985
23268	21	806
8722	21	1023
9504	34	27661
36354	25	262
325	8	5604
1687	7	8568
5177	27	1192
43377	34	1245
5392	3	1704
8714	21	24170
18955	25	27689
2791	25	11588
42368	25	11980
4523	3	343
2055	12	10097
38784	25	2207
8295	3	233
21825	21	21827
7375	22	218
6254	25	31719
4266	28	9866
4625	69	1201
10119	81	59191
9720	70	76559
8108	88	90
5804	27	29914
4104	21	881
15320	28	28304
5604	81	1135
3975	21	475
12849	31	28378
18955	25	14131
6970	22	1192
9051	32	27585
10446	81	50584
1306	6	10149
8242	70	57276
3641	21	1400
12849	28	27704
33402	26	33403
6547	28	36
6114	3	1962
4977	3	971
28862	31	127
8961	81	54012
7174	3	1026
