Gene::2157	0
Gene::5264	1
Gene::2158	2
Gene::3309	3
Gene::28912	4
Gene::811	5
Gene::2159	6
Gene::821	7
Gene::5627	8
Gene::5624	9
Gene::2147	10
Gene::5141	11
Gene::4067	12
Gene::7316	13
Gene::5207	14
Gene::5045	15
Gene::368	16
Gene::4323	17
Gene::2316	18
Gene::23621	19
Gene::51172	20
Gene::3359	21
Gene::5104	22
Gene::6187	23
Gene::5566	24
Gene::7412	25
Gene::3845	26
Gene::3008	27
Gene::7083	28
Gene::6134	29
Gene::1445	30
Gene::6195	31
Gene::6124	32
Gene::2103	33
Gene::7534	34
Gene::3383	35
Gene::7157	36
Gene::51121	37
Gene::1938	38
Gene::6194	39
Gene::2335	40
Gene::1499	41
Gene::6143	42
Gene::6135	43
Gene::7283	44
Gene::1915	45
Gene::4809	46
Gene::6222	47
Gene::5562	48
Gene::7919	49
Gene::6147	50
Gene::7381	51
Gene::9349	52
Gene::3728	53
Gene::292	54
Gene::1017	55
Gene::10399	56
Gene::23411	57
Gene::6138	58
Gene::1026	59
Gene::9045	60
Gene::6202	61
Gene::4914	62
Gene::6234	63
Gene::156	64
Gene::50	65
Gene::23521	66
Gene::1025	67
Gene::6132	68
Gene::6207	69
Gene::2932	70
Gene::5728	71
Gene::4724	72
Gene::6218	73
Gene::10196	74
Gene::6203	75
Gene::7284	76
Gene::5501	77
Gene::708	78
Gene::3725	79
Gene::5567	80
Gene::302	81
Gene::3921	82
Gene::5538	83
Gene::1459	84
Gene::1454	85
Gene::506	86
Gene::2246	87
Gene::3326	88
Gene::6122	89
Gene::10856	90
Gene::6193	91
Gene::140801	92
Gene::11224	93
Gene::6141	94
Gene::291	95
Gene::2099	96
Gene::6223	97
Gene::4881	98
Gene::7295	99
Gene::3061	100
Gene::4879	101
Gene::7322	102
Gene::4087	103
Gene::6850	104
Gene::2911	105
Gene::8841	106
Gene::2885	107
Gene::2207	108
Gene::203068	109
Gene::4233	110
Gene::351	111
Gene::54106	112
Gene::3066	113
Gene::2185	114
Gene::3689	115
Gene::2205	116
Gene::1439	117
Gene::2209	118
Gene::2064	119
Gene::5295	120
Gene::367	121
Gene::5296	122
Gene::7099	123
Gene::5294	124
Gene::4137	125
Gene::3932	126
Gene::1956	127
Gene::2322	128
Gene::9759	129
Gene::7846	130
Gene::5595	131
Gene::2534	132
Gene::3716	133
Gene::3065	134
Gene::9734	135
Gene::2066	136
Gene::2268	137
Gene::695	138
Gene::10013	139
Gene::5578	140
Gene::6714	141
Gene::6622	142
Gene::3815	143
Gene::3690	144
Gene::6774	145
Gene::7132	146
Gene::7277	147
Gene::5747	148
Gene::2057	149
Gene::9146	150
Gene::1019	151
Gene::1021	152
Gene::2648	153
Gene::5894	154
Gene::4988	155
Gene::5156	156
Gene::134	157
Gene::2597	158
Gene::3064	159
Gene::1969	160
Gene::8678	161
